Product_Supermarket_Identifier,Product_Supermarket_Sales
FDY57_CHUKWUDI013,3950.65923457036
FDY10_CHUKWUDI018,4377.480684357471
FDO40_CHUKWUDI018,5805.648456317279
NCQ43_CHUKWUDI018,3992.0365099185083
NCC07_CHUKWUDI046,4556.27109447477
FDK27_CHUKWUDI019,945.9216050629697
DRJ39_CHUKWUDI027,14307.975184678495
FDZ16_CHUKWUDI035,7920.613195891534
FDD21_CHUKWUDI018,4232.504654490189
FDQ12_CHUKWUDI019,1816.7712429198973
FDH35_CHUKWUDI045,6719.694094246304
FDP51_CHUKWUDI018,4609.082755584404
FDD10_CHUKWUDI045,7445.70581247825
FDB23_CHUKWUDI045,9250.019260522778
FDK41_CHUKWUDI013,3375.1498169276006
NCX18_CHUKWUDI035,7959.1209175420645
FDO60_CHUKWUDI010,317.29376529520835
NCW29_CHUKWUDI013,5071.397492501384
DRD13_CHUKWUDI013,2549.5147095628645
FDU44_CHUKWUDI018,6042.41245094294
FDD09_CHUKWUDI018,6738.874829824159
NCO29_CHUKWUDI017,6615.500145606407
FDS57_CHUKWUDI017,5600.849545911649
FDW21_CHUKWUDI046,4155.424925381472
FDV26_CHUKWUDI019,1418.4927335283285
NCJ43_CHUKWUDI017,7368.46655642465
FDF34_CHUKWUDI017,7671.983758959428
FDK33_CHUKWUDI035,9114.732874690117
FDO34_CHUKWUDI027,9644.546390985794
FDE24_CHUKWUDI018,4859.246894003519
NCR38_CHUKWUDI035,9983.914891710561
FDV21_CHUKWUDI010,945.9216050629697
DRL35_CHUKWUDI013,2302.7507338671408
FDM39_CHUKWUDI018,6798.9002401344915
DRH01_CHUKWUDI045,7445.70581247825
FDX34_CHUKWUDI049,5029.360599853097
DRB01_CHUKWUDI049,7814.0030758792
FDD05_CHUKWUDI046,5317.628864049216
FDN31_CHUKWUDI049,7813.379541617111
FDW12_CHUKWUDI027,9418.07752721794
FDO34_CHUKWUDI018,5974.355389941683
FDV28_CHUKWUDI010,262.4897132052773
NCF30_CHUKWUDI046,5329.992243263333
NCZ53_CHUKWUDI027,14099.621450123892
DRC01_CHUKWUDI013,2302.7507338671408
FDO27_CHUKWUDI046,3833.820815532831
FDV55_CHUKWUDI046,6411.753829948643
FDV01_CHUKWUDI017,6480.186732446032
FDB45_CHUKWUDI046,4526.721755124043
FDF17_CHUKWUDI045,7298.732272536294
DRD60_CHUKWUDI035,8206.617013309453
FDV26_CHUKWUDI027,13244.708246822302
DRI03_CHUKWUDI027,10510.041862810887
FDA43_CHUKWUDI018,7136.473739809878
NCX54_CHUKWUDI046,4409.006806780568
FDX34_CHUKWUDI046,5029.360599853097
FDX07_CHUKWUDI049,7804.421159317307
FDM45_CHUKWUDI013,4672.535397580116
NCY18_CHUKWUDI018,6787.364300911044
NCV54_CHUKWUDI019,945.9216050629697
FDX47_CHUKWUDI017,6407.52651161262
FDT55_CHUKWUDI035,6566.453588173401
NCL18_CHUKWUDI035,7920.613195891534
DRL47_CHUKWUDI046,5520.0532642001435
FDH44_CHUKWUDI017,6450.637393095305
FDS11_CHUKWUDI049,8485.118614862198
FDH27_CHUKWUDI046,5202.235660653298
NCK19_CHUKWUDI018,7261.608545444935
FDC57_CHUKWUDI035,7891.063856540807
FDT13_CHUKWUDI035,7959.1209175420645
NCY18_CHUKWUDI046,7369.308170696036
NCS53_CHUKWUDI045,6787.751155247562
FDE08_CHUKWUDI010,1175.5587811456464
FDY38_CHUKWUDI045,10060.44071251722
FDJ55_CHUKWUDI035,9336.286116250145
FDJ36_CHUKWUDI010,992.9848416130093
FDO12_CHUKWUDI049,7774.87181996658
FDX21_CHUKWUDI018,3953.1689065378782
DRD49_CHUKWUDI035,10226.41870672836
DRE13_CHUKWUDI013,3088.8029397089936
NCF07_CHUKWUDI046,4155.424925381472
NCO17_CHUKWUDI049,4890.305472103395
FDR55_CHUKWUDI045,7911.361783465226
FDF40_CHUKWUDI027,14958.36849823665
FDP10_CHUKWUDI013,4352.813247917824
NCR41_CHUKWUDI049,4144.191809501988
DRK37_CHUKWUDI027,11265.486401493505
FDV03_CHUKWUDI013,6084.47796702639
FDN57_CHUKWUDI046,5520.0532642001435
DRE12_CHUKWUDI013,4402.1519703848
FDV37_CHUKWUDI035,7886.368270981728
FDF56_CHUKWUDI027,10958.947947386452
DRJ49_CHUKWUDI018,4705.312481836433
FDJ46_CHUKWUDI027,10840.949770752133
FDC21_CHUKWUDI010,931.4224058670387
FDK21_CHUKWUDI035,9936.811460924222
FDT32_CHUKWUDI017,7872.854061814695
FDN56_CHUKWUDI035,6197.764883761907
FDS52_CHUKWUDI010,922.4768111708362
NCU42_CHUKWUDI045,6615.500145606407
NCN07_CHUKWUDI046,5549.60260355087
NCG30_CHUKWUDI046,5347.1782033999425
NCL54_CHUKWUDI027,11419.487077034999
FDZ26_CHUKWUDI035,9996.903380179268
FDX25_CHUKWUDI046,7804.421159317307
FDT21_CHUKWUDI017,8658.47714710448
FDN56_CHUKWUDI045,6150.005749685069
NCB42_CHUKWUDI013,4598.589665155139
FDA21_CHUKWUDI049,7813.379541617111
FDY55_CHUKWUDI035,9983.914891710561
NCS30_CHUKWUDI018,4775.947099761334
FDI20_CHUKWUDI027,14307.975184678495
FDT01_CHUKWUDI045,9135.030801614534
NCJ05_CHUKWUDI046,6411.753829948643
FDW04_CHUKWUDI045,5431.546201947028
FDW23_CHUKWUDI013,2343.836012441315
FDS57_CHUKWUDI046,6411.753829948643
FDM12_CHUKWUDI017,7843.304722463969
FDI34_CHUKWUDI035,9967.354040828543
FDQ28_CHUKWUDI027,10318.93882255727
FDI02_CHUKWUDI046,4636.797249493486
NCX53_CHUKWUDI013,5222.326740628617
DRF27_CHUKWUDI017,6316.894105104681
FDR39_CHUKWUDI046,7804.421159317307
FDU26_CHUKWUDI017,5398.4251457607215
FDK08_CHUKWUDI049,4166.96086460492
FDD47_CHUKWUDI049,7416.404165893481
FDO34_CHUKWUDI010,1247.163608949925
FDY12_CHUKWUDI013,2302.7507338671408
FDS11_CHUKWUDI035,8922.055744202748
FDA47_CHUKWUDI017,6585.950806255681
FDM08_CHUKWUDI045,8984.569452942844
FDJ53_CHUKWUDI046,5131.139559947985
FDC44_CHUKWUDI017,4964.749091224055
NCM43_CHUKWUDI018,6042.41245094294
FDY44_CHUKWUDI018,7166.0230791606045
FDI41_CHUKWUDI035,6498.396527172144
FDH17_CHUKWUDI046,4114.6424701512615
NCQ38_CHUKWUDI049,4422.527806484146
FDB22_CHUKWUDI045,6281.3340491306835
FDP37_CHUKWUDI019,945.9216050629697
NCQ50_CHUKWUDI049,8890.390604609793
FDA49_CHUKWUDI010,783.8726034651347
FDC51_CHUKWUDI049,5166.6996159219825
FDQ32_CHUKWUDI046,5329.992243263333
NCX41_CHUKWUDI045,9096.523079964005
FDD40_CHUKWUDI049,7774.87181996658
FDG12_CHUKWUDI017,5027.158884425584
FDR52_CHUKWUDI035,7959.1209175420645
FDA52_CHUKWUDI045,7445.70581247825
DRE60_CHUKWUDI019,1636.9474611484447
DRN37_CHUKWUDI049,6517.517903758292
FDI09_CHUKWUDI045,9868.19876325403
FDW07_CHUKWUDI010,783.8726034651347
FDG12_CHUKWUDI019,945.9216050629697
FDN01_CHUKWUDI045,7484.83706839087
FDB53_CHUKWUDI049,6420.712212248447
FDM46_CHUKWUDI046,3833.820815532831
FDG33_CHUKWUDI017,7317.948712971257
FDC22_CHUKWUDI049,7814.0030758792
DRN47_CHUKWUDI027,10817.05078363819
FDP52_CHUKWUDI027,16499.629407713222
FDY08_CHUKWUDI010,1027.2896997122714
FDQ21_CHUKWUDI013,5019.902340477689
NCN06_CHUKWUDI010,1048.931446928042
FDG53_CHUKWUDI013,5041.848153150657
NCJ54_CHUKWUDI027,15630.209025216656
NCF54_CHUKWUDI045,7198.259326257062
FDA50_CHUKWUDI010,833.2868082702578
FDV45_CHUKWUDI045,7872.854061814695
NCH55_CHUKWUDI018,4850.288511703715
FDX21_CHUKWUDI046,4409.006806780568
DRH37_CHUKWUDI013,6323.985328826662
FDX38_CHUKWUDI013,2343.836012441315
FDT21_CHUKWUDI035,8544.117798269965
FDW25_CHUKWUDI013,3118.3522790597203
NCL29_CHUKWUDI046,6547.067243109019
FDR31_CHUKWUDI027,9770.444524015656
